IDX,발화자,발화문,인텐트,상담번호,상담내순번
28606,c,차라리 환불을 해줌 좋은 걸로 비싼 걸로 개비할까 하는데 환불해주던 지이게모노? 할 배 힘들게,교환|반품|환불_일반_요청,360131,1
28607,s,제품 오늘 A/S 완료되어 출고됩니다.,교환|반품|환불_일반_요청,360131,2
28608,c,상품 불량으로 문의 남겼었는데 교환부탁드려요블랙 말고 화이트로 보내주실 수 있나요?,교환|반품|환불_일반_요청,316907,1
28609,s,네 금일 출고 마감으로 내일화이트 1개 교환출고해 드리겠습니다. 우체국회 수기사님 내일 이후 1 - 2일 이내 따로 방문 예정이며 방문시 하자 상품만 박스 포장하시어 전달부탁드립니다.,교환|반품|환불_일반_요청,316907,2
28610,c,고정 아예 안 되요 360도 회전하는 부품만 재배송해주던가 환불 진행해주던가 하세요 이게 머하자는 겁니까?,교환|반품|환불_일반_요청,396776,1
28611,s,4개 홈을 맞춘 후 위로 힘껏 밀어주면 딸 깍 소리가 납니다. 딸 깍 소리가 나지 않으면 고정이 안 되어 빠집니다.,교환|반품|환불_일반_요청,396776,2
28612,c,디자인 마음에 들어서 하나 주문하고 한 개 더 주문한 건데 케이스는 양호한데 분홍 릴리 그립 톡만 어떻게 교환해 주시면 안 될까요?,교환|반품|환불_일반_요청,350269,1
28613,s,분 홍 릴리 하트톡만 내일 날짜로 같은 방법인 일반 우편으로 재발송 처리도와 드리도록 하겠습니다.,교환|반품|환불_일반_요청,350269,2
28614,c,할지라도 고객이 계속 교환을 원하는 데 글까지 써서 보냈는데 물건 보내면 거기서 반품 접수 자체를 취소하고 다시 보내주면 되는 거 아닌가요?,교환|반품|환불_일반_요청,89482,1
28615,s,미니라디에이터 5핀 7핀 품절입니다. 현재 9핀만 판매 가능하여 가격 9핀 가격 기본가 노 출입니다.,교환|반품|환불_일반_요청,89482,2
28616,c,교환 좀 해주세요 예?,교환|반품|환불_일반_요청,323583,1
28617,s,모든 교환/환불 절차는 7일 이내에 가능하며 저희 판매처는 그 규칙대로 하기 때문에 환불은 어렵습니다.,교환|반품|환불_일반_요청,323583,2
28618,c,이 거교환해야 할 것 같은데 가능한가요?,교환|반품|환불_일반_요청,392593,1
28619,s,충전이 완료되면 LED 빨간색이 꺼집니다. 이렇게 충전을 해도 전원이 바로 꺼진다면 제품에 문제가 있는 것이 맞습니다.,교환|반품|환불_일반_요청,392593,2
28620,c,세탁이 8/29에 받았는데 어제 고장 났거든요. 한 달도 안 되는데 혹시 새것으로 교체주실 수 있으세요?,교환|반품|환불_일반_요청,127932,1
28621,s,네 제품 설치 완료 후 사용 중고장 발생 시 우선 LG전자서비스센터로 문의하시어 안내받으시길 바랍니다.,교환|반품|환불_일반_요청,127932,2
28622,c,확인 안 하고 그냥 막보내는 거임?장난하는 것도 아니고 전화는 또 왜 안 받음?두 개 주문했는데 두 개 다 깨져 있다는 거는 너무 한 거 아님?,교환|반품|환불_일반_요청,223289,1
28623,s,금이 반품 수거요청하겠습니다 기사님 방문 시 보내주시면 입고 확인 후 반품해 드리겠습니다.,교환|반품|환불_일반_요청,223289,2
28624,c,반품 배송 완료된 지가 언제인데 아직도 반품 처리가 안 됐습니까?,교환|반품|환불_일반_요청,325018,1
28625,s,네 넵 곧바로 처리하겠습니다.,교환|반품|환불_일반_요청,325018,2
28626,c,불량이라 쓰지도 못하고 답변 오길 기다리는 것도 답답하네요 환불 처리해 주실 수 있나요?,교환|반품|환불_일반_요청,247807,1
28627,s,기다려주셔서 진심으로 감사드리고 또 기다리게 해드려서 진심으로 죄송합니다.,교환|반품|환불_일반_요청,247807,2
28628,c,배송이 안 오는데 그냥 환불해주시면 안 될까요?,교환|반품|환불_일반_요청,160655,1
28629,s,넵 배송 지연 사유로 반품 신청해주시면 환불 해 드리겠습니다. 혹시 추후에 물건을 수령하신다면 기사님께 반품 부탁드립니다.,교환|반품|환불_일반_요청,160655,2
28630,c,플러그?두 개 구매했는데 한 개 플러그가 전원이 안 들어와요 장판은 두 개 다 작동돼요 플러그만 교환해주세요,교환|반품|환불_일반_요청,308301,1
28631,s,네 조절기만 교환하시는 제품 1 - 5일 내로 회수 진행될 예정이며 제품 입고되는 대로 새 제품 출고해 드리도록 하겠습니다.,교환|반품|환불_일반_요청,308301,2
28632,c,죄송한데 S7 S10 으로 변경해서 보내주실 수잇나요?,교환|반품|환불_일반_요청,409785,1
28633,s,상품은 변경해서 보내드리도록 할께 요 상품은 꼼꼼히 확인하여 발송해 드릴 수 있도록 하겠습니다.,교환|반품|환불_일반_요청,409785,2
28634,c,당신들 진짜 안보냄?아나 진짜 택배기사 빨리 보내 소 답글 제대로 달고 여 월요일 날 오기로 했음 와야지 지금 장난치나 택배기사는 연락도 없고 아예 보내지도 않은 거 같은데 장난치나 빨리 진짜 제대로 좀 하소,교환|반품|환불_일반_요청,223292,1
28635,s,금일 맞교환으로 발송하겠습니다 받으시고 꼭 보내주셔야 합니다.,교환|반품|환불_일반_요청,223292,2
28636,c,환불하고 싶어요 오배송이니깐 환불 가능한 거죠?,교환|반품|환불_일반_요청,387726,1
28637,s,구매 내역에서 반품 및 교환신청해주시면 회수기사님이 방문하십니다. 아무 상자에 제품과 사유가 적힌 메모지 동봉해 주셔서 보내주시면 업체로 입고되는 대로 확인 후 신속한 처리도와 드리겠습니다.,교환|반품|환불_일반_요청,387726,2
28638,c,도착했지만 코드를 꼽아도 220볼트 꼽아도 그냥 안 들어와 요불이 택배가 5시 이후에 도착해서 판매자님한테 연락드렸지만 상담은 5시까지 라네요 환불이든 교환이든 해주 실래요?,교환|반품|환불_일반_요청,362075,1
28639,s,반품 접수로 확인되시며 반송물품 입고되는 대로 신속한 환불 처리로 도움 드리겠습니다.,교환|반품|환불_일반_요청,362075,2
28640,c,어제가 오늘까지 답변드린다고 했는데 송장번호가 들어가 있는 건 왜 그런 건가요?,교환|반품|환불_일반_요청,197579,1
28641,s,상품 받으신 후반품 신청하여 주시면 수거해 드리겠습니다.,교환|반품|환불_일반_요청,197579,2
28642,c,며칠 기다리다 방금 전에 받아서 충전 테스트해봤는데 어찌 6개 중 3개는 충전이 안 되는지 짜증이 빠이 출고 전에 테스트는 안 하나여? 교환을 해주던 반품을 해주던 하세요,교환|반품|환불_일반_요청,331363,1
28643,s,반품 처리 진행하였습니다.,교환|반품|환불_일반_요청,331363,2
28644,c,다 팔리면 답변 없고 재고 들어오면 답변하시는데 그나마 또 연락이 안 되네 여환불을 해주던 지 어떻게 해주셔야 되는 거 아니예요?,교환|반품|환불_일반_요청,311047,1
28645,s,저희 쪽에 수량 말씀해달라고 앞 글에 남겨드렸습니다. 1개 교환 접수해드리겠습니다.,교환|반품|환불_일반_요청,311047,2
28646,c,두 개 환불 해 주세 여안 온 거 어떻게 반품 접수합니까?,교환|반품|환불_일반_요청,350187,1
28647,s,통관 문제로 인하여 하루에 한 개씩 나눠서 발송을 해드리는 점 양해 부탁드리며  나머지 상품도 원래 2 - 4일 이내로 수령 가능한데 현재 코로나 바이러스 창궐로 인하 여 배송 지연이 될 수 있는 점양지 부탁드립니다.,교환|반품|환불_일반_요청,350187,2
28648,c,교환 받는 동안 집에 있는 여분의 조절기로 사용했을 때 본체는 아무런 문제가 없었습니다 조절기만 교환받을 수 있을까요?,교환|반품|환불_일반_요청,403764,1
28649,s,네 말씀하신 대로 조절기만 출고해 드리며 새 조절기는 금일 출고해 드리며 이전 방법과 동일하게 보내주시면 됩니다.,교환|반품|환불_일반_요청,403764,2
28650,c,상품받고 월요일부터 사용했는데 벌써 왼쪽은 안 나오네요 교환이 가능할까요?,교환|반품|환불_일반_요청,330005,1
28651,s,네 가능하십니다 사이트를 이용하여 교환 접수를 해주시면 확인 후 빠른 처리도와 드리도록 하겠습니다.,교환|반품|환불_일반_요청,330005,2
28652,c,저번에 구매하고 리모콘 동작해보니까 깜빡 깜빡 반짝이긴 하는데 찍히긴 찍혀서 교환신청 안 했는데 어제 놀러 갈 때 처음 들고 가봤는데 불도 안 들어오고 작동이 안 되서 사진 하나도 못 찍고 허탕쳤어요 하리모콘 교환해 주실 수 있나요?,교환|반품|환불_일반_요청,214609,1
28653,s,오늘 재출고도와 드리겠습니다.,교환|반품|환불_일반_요청,214609,2
28654,c,헐 한 달 넘게 걸렷는데 큐빅다 떨어진 거 보냇네요 손걸이도 삐뚤고 이거 다시 보내주세 요출고할 때 확인 안 하나요?,교환|반품|환불_일반_요청,418482,1
28655,s,현재 수입국 중국 코로나바이러스로 인해 공장 오픈허가가 어려워 교환 진행이 어렵습니다.,교환|반품|환불_일반_요청,418482,2
28656,c,니들이 자꾸 대답을 안 해서 최종 글 남긴 다 내일까지 답변 없으면 소보원 신고한 다니들이 교환 거절했으면 택배 수거를 안 해가야지 그것까지 소비자가 책임져야 해?내 상품 니들이 수거해 갔으니 당장 다시 보내라 내일까지 답 없으면 진짜 소보원에 신고한다,교환|반품|환불_일반_요청,412858,1
28657,s,고객님께서 신청을 하셨기 때문에 수거가 된 것이며  해당 부분은 저희가 수거 신청을 따로 하지 않아도 자동으로 수거 신청이 됩니다.,교환|반품|환불_일반_요청,412858,2
28658,c,초기 불량인 거 같은데 15일 지나면 교체 못 받는 건가요?,교환|반품|환불_일반_요청,153759,1
28659,s,구매 후 15일 이내까지는 당사 및 애플공인 서비스센터에서 불량 확인되면 교환 처리 가능하며 15일 이후는 애플 공인 서비스센터에서만 A/S받아 보셔야 합니다.,교환|반품|환불_일반_요청,153759,2
28660,c,안 됬다 하네요 9090으로 교환이 가능하나요?,교환|반품|환불_일반_요청,343524,1
28661,s,부품이 잘 장착되어 있는지 확인 부탁드립니다. 제품 구매 시  박스에 내장되어 있는 사용설명서 또는 상품 상세 페이지 참조부탁드립니다.,교환|반품|환불_일반_요청,343524,2
28662,c,가니 쉬 타입으로 주문한 거 같은데 번호판 타입으로 왓는데요 가니 쉬 타입으로 교환할 수 있나요?,교환|반품|환불_일반_요청,294722,1
28663,s,주문 내역에 번호판/트렁크 타입으로 선택한 걸로 확인되십니다 새 제품 상태시면 교체는 물론 가능하십니다.,교환|반품|환불_일반_요청,294722,2
28664,c,취소 신청했는데 물건이 왜 배송되죠?,교환|반품|환불_일반_요청,260888,1
28665,s,번거로우시겠지만 반품 신청해주시면 빠르게 처리도와 드리겠습니다.,교환|반품|환불_일반_요청,260888,2
28666,c,반품 처리나 교환 처리해주세요. 붙여 논 것도 보내드려야 되나요?,교환|반품|환불_일반_요청,255134,1
28667,s,테스트 후 도움 주시면 정말 감사하겠습니다.,교환|반품|환불_일반_요청,255134,2
28668,c,환불 조치 안 해주시나요?,교환|반품|환불_일반_요청,223208,1
28669,s,반품 신청이 안 된 상태입니다 맛켓 문의하여 신청 바랍니다.,교환|반품|환불_일반_요청,223208,2
28670,c,환불 요청했는데 왜 환불안해주시나요?,교환|반품|환불_일반_요청,402923,1
28671,s,저희에게 제품이 아직 입고되지 않았습니다. 입고 확인되는 대로 처리하겠습니다.,교환|반품|환불_일반_요청,402923,2
28672,c,컬러잉크가 안 되요 컬러 두 개 검정 두 개 주문했는데 검정은 괜찮은데 컬러가 하나는 되고 하나는 에러가 떠요. 하나만 교환해 주실 수 있나요?,교환|반품|환불_일반_요청,128743,1
28673,s,네 하나는 오늘 교환하겠습니다 제품 받으실 때 기사님께 인식 불량 잉크 반납 바랍니다.,교환|반품|환불_일반_요청,128743,2
28674,c,반품해달라구요?,교환|반품|환불_일반_요청,265063,1
28675,s,제조사에 고객님의 불편사항을 전달해서 조치할 수 있도록 하겠습니다.,교환|반품|환불_일반_요청,265063,2
28676,c,교환해주세요 고객센터에 문의하라고 하시는데 고객센터가 어딨죠?,교환|반품|환불_일반_요청,88073,1
28677,s,구매 후 3개월이 지난 제품은 교환 및 반품 해드릴 수가 없습니다.,교환|반품|환불_일반_요청,88073,2
28678,c,1달밖에 안 썼는데 구부리다가 그냥 부서져버리네요 교환이나 환불 가능한가요?,교환|반품|환불_일반_요청,331691,1
28679,s,사용환경에 따라 달라질 수 있는 부분으로 처리도와 드리지 못하는 점 양해 부탁드립니다.,교환|반품|환불_일반_요청,331691,2
28680,c,던 제품이 오늘 환불해 달라니까 3일에서 4일 걸린다고요?,교환|반품|환불_일반_요청,329983,1
